Name,Hersteller,Funktion
Service 536,HAW,"Ueberwachung,Diagnose,Sprachverarbeitung"
Service 537,HAW,"Optimierung,Generierung,Clustering"
Service 538,SOP,Generierung
Service 539,SOP,"Kommunikation,Assistenz"
Service 540,SOP,"Sprachverarbeitung,Automatisierung"
Service 541,HAW,"Generierung,Optimierung"
Service 542,Fraunhofer IPA,Ueberwachung
Service 543,Fraunhofer IPA,"Generierung,Assistenz,Sprachverarbeitung"
Service 544,HAW,"Kommunikation,Generierung"
Service 545,HAW,"Kommunikation,Ueberwachung"
Service 546,SOP,"Optimierung,Empfehlung,Sprachverarbeitung"
Service 547,Fraunhofer IPA,Analyse
Service 548,SOP,Ueberwachung
Service 549,HAW,"Optimierung,Mustererkennung,Analyse"
Service 550,HAW,"Clustering,Generierung,Automatisierung"
Service 551,HAW,"Assistenz,Ueberwachung,Generierung"
Service 552,SOP,"Sprachverarbeitung,Clustering"
Service 553,Fraunhofer IPA,"Clustering,Assistenz"
Service 554,HAW,"Empfehlung,Ueberwachung"
Service 555,Fraunhofer IPA,Kommunikation
Service 556,SOP,"Ueberwachung,Diagnose,Kommunikation"
Service 557,HAW,"Mustererkennung,Sprachverarbeitung"
Service 558,Fraunhofer IPA,Analyse
Service 559,SOP,"Assistenz,Diagnose,Clustering"
Service 560,HAW,"Automatisierung,Optimierung"
Service 561,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung"
Service 562,HAW,"Automatisierung,Sprachverarbeitung,Empfehlung"
Service 563,HAW,"Automatisierung,Kommunikation,Mustererkennung"
Service 564,SOP,"Automatisierung,Sprachverarbeitung"
Service 565,SOP,Clustering
Service 566,Fraunhofer IPA,Diagnose
Service 567,SOP,Empfehlung
Service 568,HAW,"Optimierung,Kommunikation"
Service 569,SOP,"Automatisierung,Diagnose,Mustererkennung"
Service 570,Fraunhofer IPA,"Generierung,Mustererkennung,Optimierung"
Service 571,Fraunhofer IPA,Diagnose
Service 572,SOP,"Optimierung,Sprachverarbeitung"
Service 573,HAW,"Sprachverarbeitung,Mustererkennung"
Service 574,HAW,"Automatisierung,Optimierung"
Service 575,Fraunhofer IPA,"Ueberwachung,Mustererkennung"
Service 576,SOP,"Analyse,Sprachverarbeitung"
Service 577,Fraunhofer IPA,"Optimierung,Empfehlung"
Service 578,SOP,"Mustererkennung,Sprachverarbeitung"
Service 579,HAW,"Mustererkennung,Empfehlung,Kommunikation"
Service 580,SOP,"Optimierung,Sprachverarbeitung,Analyse"
Service 581,Fraunhofer IPA,"Assistenz,Optimierung,Kommunikation"
Service 582,SOP,"Automatisierung,Kommunikation"
Service 583,SOP,"Clustering,Mustererkennung"
Service 584,Fraunhofer IPA,Clustering
Service 585,HAW,"Mustererkennung,Assistenz"
Service 586,HAW,Sprachverarbeitung
Service 587,SOP,"Analyse,Empfehlung"
Service 588,Fraunhofer IPA,"Mustererkennung,Empfehlung"
Service 589,HAW,"Analyse,Mustererkennung"
Service 590,HAW,"Clustering,Generierung"
Service 591,HAW,Optimierung
Service 592,Fraunhofer IPA,Ueberwachung
Service 593,SOP,Diagnose
Service 594,HAW,"Automatisierung,Generierung"
Service 595,SOP,Sprachverarbeitung
Service 596,Fraunhofer IPA,Clustering
Service 597,HAW,Sprachverarbeitung
Service 598,SOP,Assistenz
Service 599,SOP,Automatisierung
Service 600,HAW,"Ueberwachung,Generierung"
Service 601,Fraunhofer IPA,"Clustering,Analyse"
Service 602,SOP,"Kommunikation,Automatisierung,Analyse"
Service 603,HAW,"Automatisierung,Kommunikation"
Service 604,HAW,"Sprachverarbeitung,Generierung,Diagnose"
Service 605,HAW,"Ueberwachung,Sprachverarbeitung,Optimierung"
Service 606,SOP,Generierung
Service 607,SOP,Clustering
Service 608,SOP,"Ueberwachung,Assistenz"
Service 609,HAW,Optimierung
Service 610,HAW,"Diagnose,Sprachverarbeitung,Assistenz"
Service 611,Fraunhofer IPA,"Assistenz,Kommunikation"
Service 612,HAW,"Automatisierung,Analyse,Sprachverarbeitung"
Service 613,SOP,"Automatisierung,Clustering,Ueberwachung"
Service 614,SOP,"Ueberwachung,Analyse,Empfehlung"
Service 615,SOP,Sprachverarbeitung
Service 616,HAW,"Analyse,Diagnose,Mustererkennung"
Service 617,HAW,Ueberwachung
Service 618,Fraunhofer IPA,"Assistenz,Kommunikation"
Service 619,SOP,"Kommunikation,Empfehlung"
Service 620,Fraunhofer IPA,"Diagnose,Automatisierung,Ueberwachung"
Service 621,HAW,"Generierung,Sprachverarbeitung"
Service 622,HAW,Generierung
Service 623,HAW,"Kommunikation,Sprachverarbeitung,Automatisierung"
Service 624,HAW,"Ueberwachung,Automatisierung"
Service 625,SOP,"Kommunikation,Ueberwachung"
Service 626,SOP,"Automatisierung,Optimierung"
Service 627,Fraunhofer IPA,"Analyse,Clustering"
Service 628,SOP,"Ueberwachung,Clustering"
Service 629,SOP,"Ueberwachung,Mustererkennung,Generierung"
Service 630,HAW,"Analyse,Mustererkennung"
Service 631,Fraunhofer IPA,"Kommunikation,Assistenz,Sprachverarbeitung"
Service 632,HAW,"Diagnose,Mustererkennung"
Service 633,Fraunhofer IPA,"Ueberwachung,Analyse"
Service 634,Fraunhofer IPA,Generierung
Service 635,Fraunhofer IPA,"Ueberwachung,Kommunikation,Empfehlung"
Service 636,Fraunhofer IPA,"Generierung,Optimierung,Analyse"
Service 637,HAW,"Kommunikation,Analyse,Clustering"
Service 638,Fraunhofer IPA,Generierung
Service 639,HAW,"Sprachverarbeitung,Empfehlung"
Service 640,SOP,"Diagnose,Analyse"
Service 641,SOP,"Mustererkennung,Ueberwachung,Analyse"
Service 642,HAW,Optimierung
Service 643,Fraunhofer IPA,Kommunikation
Service 644,Fraunhofer IPA,Generierung
Service 645,Fraunhofer IPA,"Analyse,Ueberwachung,Sprachverarbeitung"
Service 646,Fraunhofer IPA,"Diagnose,Mustererkennung,Assistenz"
Service 647,Fraunhofer IPA,"Mustererkennung,Ueberwachung,Empfehlung"
Service 648,HAW,Clustering
Service 649,HAW,"Clustering,Optimierung,Diagnose"
Service 650,Fraunhofer IPA,Automatisierung
Service 651,Fraunhofer IPA,"Mustererkennung,Kommunikation,Optimierung"
Service 652,HAW,Empfehlung
Service 653,Fraunhofer IPA,"Analyse,Generierung,Optimierung"
Service 654,Fraunhofer IPA,"Mustererkennung,Ueberwachung"
Service 655,SOP,Ueberwachung
Service 656,Fraunhofer IPA,"Mustererkennung,Sprachverarbeitung,Generierung"
Service 657,HAW,Mustererkennung
Service 658,HAW,"Automatisierung,Ueberwachung,Generierung"
Service 659,SOP,"Automatisierung,Sprachverarbeitung,Clustering"
Service 660,SOP,"Generierung,Clustering,Empfehlung"
Service 661,HAW,"Assistenz,Sprachverarbeitung,Empfehlung"
Service 662,SOP,"Automatisierung,Assistenz"
Service 663,SOP,"Ueberwachung,Assistenz"
Service 664,HAW,"Clustering,Kommunikation"
Service 665,Fraunhofer IPA,Optimierung
Service 666,SOP,"Diagnose,Kommunikation"
Service 667,HAW,"Optimierung,Empfehlung,Diagnose"
Service 668,Fraunhofer IPA,"Kommunikation,Automatisierung"
Service 669,HAW,Clustering
Service 670,SOP,"Ueberwachung,Generierung,Kommunikation"
Service 671,HAW,Optimierung
Service 672,HAW,"Empfehlung,Analyse"
Service 673,SOP,Diagnose
Service 674,HAW,"Mustererkennung,Generierung,Empfehlung"
Service 675,SOP,"Diagnose,Empfehlung"
Service 676,SOP,"Kommunikation,Ueberwachung,Automatisierung"
Service 677,Fraunhofer IPA,"Sprachverarbeitung,Analyse"
Service 678,Fraunhofer IPA,Mustererkennung
Service 679,HAW,"Mustererkennung,Ueberwachung"
Service 680,Fraunhofer IPA,"Sprachverarbeitung,Mustererkennung,Generierung"
Service 681,HAW,Generierung
Service 682,Fraunhofer IPA,"Clustering,Ueberwachung,Automatisierung"
Service 683,SOP,"Generierung,Sprachverarbeitung,Kommunikation"
Service 684,HAW,"Empfehlung,Sprachverarbeitung"
Service 685,HAW,"Sprachverarbeitung,Ueberwachung"
Service 686,HAW,"Empfehlung,Kommunikation"
Service 687,SOP,"Clustering,Optimierung"
Service 688,SOP,"Diagnose,Kommunikation,Empfehlung"
Service 689,SOP,"Analyse,Sprachverarbeitung,Assistenz"
Service 690,Fraunhofer IPA,Automatisierung
Service 691,Fraunhofer IPA,"Generierung,Ueberwachung,Analyse"
Service 692,HAW,"Diagnose,Ueberwachung"
Service 693,HAW,Sprachverarbeitung
Service 694,SOP,Kommunikation
Service 695,HAW,"Generierung,Ueberwachung,Mustererkennung"
Service 696,SOP,Clustering
Service 697,Fraunhofer IPA,"Generierung,Sprachverarbeitung"
Service 698,HAW,Mustererkennung
Service 699,HAW,"Automatisierung,Assistenz,Sprachverarbeitung"
Service 700,Fraunhofer IPA,"Ueberwachung,Kommunikation,Optimierung"
Service 701,Fraunhofer IPA,"Ueberwachung,Kommunikation,Generierung"
Service 702,HAW,"Automatisierung,Optimierung"
Service 703,HAW,Sprachverarbeitung
Service 704,SOP,"Sprachverarbeitung,Mustererkennung,Empfehlung"
Service 705,SOP,"Kommunikation,Diagnose,Sprachverarbeitung"
Service 706,Fraunhofer IPA,"Diagnose,Assistenz,Generierung"
Service 707,Fraunhofer IPA,"Sprachverarbeitung,Assistenz,Optimierung"
Service 708,HAW,"Kommunikation,Analyse,Clustering"
Service 709,HAW,Sprachverarbeitung
Service 710,SOP,"Diagnose,Optimierung"
Service 711,Fraunhofer IPA,"Kommunikation,Ueberwachung,Mustererkennung"
Service 712,Fraunhofer IPA,Generierung
Service 713,HAW,Assistenz
Service 714,SOP,"Ueberwachung,Automatisierung,Analyse"
Service 715,SOP,Automatisierung
Service 716,Fraunhofer IPA,"Generierung,Sprachverarbeitung,Diagnose"
Service 717,SOP,Mustererkennung
Service 718,SOP,Sprachverarbeitung
Service 719,SOP,Diagnose
Service 720,Fraunhofer IPA,"Ueberwachung,Diagnose,Generierung"
Service 721,HAW,Diagnose
Service 722,Fraunhofer IPA,"Generierung,Ueberwachung,Kommunikation"
Service 723,HAW,"Generierung,Sprachverarbeitung"
Service 724,HAW,"Ueberwachung,Assistenz,Empfehlung"
Service 725,SOP,"Empfehlung,Sprachverarbeitung,Diagnose"
Service 726,Fraunhofer IPA,"Clustering,Sprachverarbeitung"
Service 727,Fraunhofer IPA,"Kommunikation,Empfehlung"
Service 728,HAW,"Sprachverarbeitung,Optimierung,Kommunikation"
Service 729,HAW,"Optimierung,Sprachverarbeitung,Assistenz"
Service 730,SOP,"Clustering,Assistenz,Empfehlung"
Service 731,HAW,"Optimierung,Mustererkennung,Sprachverarbeitung"
Service 732,SOP,"Clustering,Ueberwachung,Automatisierung"
Service 733,SOP,"Empfehlung,Mustererkennung,Optimierung"
Service 734,HAW,"Diagnose,Analyse,Assistenz"
Service 735,Fraunhofer IPA,"Assistenz,Sprachverarbeitung,Empfehlung"
Service 736,SOP,Automatisierung
Service 737,Fraunhofer IPA,"Sprachverarbeitung,Assistenz,Generierung"
Service 738,Fraunhofer IPA,"Automatisierung,Kommunikation,Clustering"
Service 739,HAW,"Optimierung,Assistenz"
Service 740,HAW,Kommunikation
Service 741,HAW,Mustererkennung
Service 742,HAW,"Mustererkennung,Sprachverarbeitung"
Service 743,SOP,"Sprachverarbeitung,Clustering"
Service 744,Fraunhofer IPA,Analyse
Service 745,HAW,"Ueberwachung,Sprachverarbeitung,Optimierung"
Service 746,HAW,"Empfehlung,Analyse,Diagnose"
Service 747,Fraunhofer IPA,"Diagnose,Clustering"
Service 748,Fraunhofer IPA,"Sprachverarbeitung,Ueberwachung"
Service 749,SOP,"Optimierung,Analyse"
Service 750,Fraunhofer IPA,"Automatisierung,Mustererkennung"
Service 751,HAW,Assistenz
Service 752,Fraunhofer IPA,"Kommunikation,Assistenz,Analyse"
Service 753,Fraunhofer IPA,"Ueberwachung,Analyse,Optimierung"
Service 754,SOP,"Optimierung,Analyse,Generierung"
Service 755,SOP,Diagnose
Service 756,HAW,"Analyse,Ueberwachung,Assistenz"
Service 757,SOP,"Automatisierung,Diagnose"
Service 758,Fraunhofer IPA,"Ueberwachung,Assistenz"
Service 759,SOP,Sprachverarbeitung
Service 760,SOP,"Clustering,Empfehlung,Ueberwachung"
Service 761,Fraunhofer IPA,"Sprachverarbeitung,Kommunikation"
Service 762,Fraunhofer IPA,"Analyse,Sprachverarbeitung"
Service 763,HAW,Mustererkennung
Service 764,Fraunhofer IPA,Diagnose
Service 765,Fraunhofer IPA,Assistenz
Service 766,HAW,Automatisierung
Service 767,HAW,Diagnose
Service 768,HAW,"Assistenz,Diagnose"
Service 769,Fraunhofer IPA,Mustererkennung
Service 770,Fraunhofer IPA,Generierung
Service 771,Fraunhofer IPA,"Sprachverarbeitung,Diagnose,Clustering"
Service 772,SOP,"Sprachverarbeitung,Clustering,Ueberwachung"
Service 773,Fraunhofer IPA,"Assistenz,Generierung,Clustering"
Service 774,HAW,"Optimierung,Empfehlung"
Service 775,SOP,Kommunikation
Service 776,SOP,"Analyse,Diagnose"
Service 777,HAW,Sprachverarbeitung
Service 778,Fraunhofer IPA,"Empfehlung,Assistenz"
Service 779,HAW,"Sprachverarbeitung,Ueberwachung,Automatisierung"
Service 780,HAW,Diagnose
Service 781,SOP,"Assistenz,Generierung,Empfehlung"
Service 782,SOP,Automatisierung
Service 783,SOP,"Mustererkennung,Diagnose"
Service 784,Fraunhofer IPA,"Clustering,Kommunikation"
Service 785,SOP,"Clustering,Automatisierung,Mustererkennung"
Service 786,HAW,"Generierung,Sprachverarbeitung,Clustering"
Service 787,HAW,Clustering
Service 788,SOP,Diagnose
Service 789,SOP,"Generierung,Assistenz,Mustererkennung"
Service 790,HAW,"Diagnose,Kommunikation"
Service 791,Fraunhofer IPA,"Analyse,Clustering"
Service 792,Fraunhofer IPA,"Ueberwachung,Generierung,Assistenz"
Service 793,Fraunhofer IPA,Automatisierung
Service 794,SOP,"Generierung,Automatisierung"
Service 795,SOP,"Analyse,Diagnose"
Service 796,Fraunhofer IPA,"Diagnose,Assistenz"
Service 797,SOP,"Mustererkennung,Ueberwachung"
Service 798,Fraunhofer IPA,"Assistenz,Sprachverarbeitung"
Service 799,Fraunhofer IPA,"Optimierung,Mustererkennung,Analyse"
Service 800,SOP,Analyse
Service 801,HAW,Analyse
Service 802,SOP,"Empfehlung,Ueberwachung"
Service 803,HAW,Kommunikation
Service 804,SOP,"Diagnose,Kommunikation"
Service 805,Fraunhofer IPA,"Diagnose,Generierung"
Service 806,SOP,"Mustererkennung,Assistenz,Automatisierung"
Service 807,Fraunhofer IPA,Empfehlung
Service 808,SOP,"Optimierung,Automatisierung"
Service 809,HAW,"Empfehlung,Clustering"
Service 810,SOP,"Sprachverarbeitung,Generierung,Kommunikation"
Service 811,Fraunhofer IPA,Sprachverarbeitung
Service 812,SOP,Optimierung
Service 813,Fraunhofer IPA,"Kommunikation,Optimierung"
Service 814,Fraunhofer IPA,"Sprachverarbeitung,Diagnose"
Service 815,SOP,"Assistenz,Kommunikation"
Service 816,HAW,"Assistenz,Clustering"
Service 817,SOP,Diagnose
Service 818,SOP,"Mustererkennung,Kommunikation,Automatisierung"
Service 819,Fraunhofer IPA,"Generierung,Kommunikation,Optimierung"
Service 820,Fraunhofer IPA,"Assistenz,Diagnose"
Service 821,Fraunhofer IPA,Generierung
Service 822,HAW,Sprachverarbeitung
Service 823,SOP,Clustering
Service 824,Fraunhofer IPA,"Diagnose,Mustererkennung"
Service 825,Fraunhofer IPA,"Analyse,Optimierung"
Service 826,SOP,Automatisierung
Service 827,SOP,Assistenz
Service 828,HAW,Kommunikation
Service 829,Fraunhofer IPA,"Clustering,Assistenz,Diagnose"
Service 830,Fraunhofer IPA,Assistenz
Service 831,HAW,"Assistenz,Kommunikation"
Service 832,Fraunhofer IPA,"Mustererkennung,Automatisierung"
Service 833,Fraunhofer IPA,"Optimierung,Empfehlung,Automatisierung"
Service 834,Fraunhofer IPA,"Automatisierung,Optimierung"
Service 835,Fraunhofer IPA,"Kommunikation,Mustererkennung"
Service 836,Fraunhofer IPA,"Analyse,Clustering,Automatisierung"
Service 837,HAW,Diagnose
Service 838,HAW,Ueberwachung
Service 839,SOP,"Sprachverarbeitung,Clustering,Diagnose"
Service 840,Fraunhofer IPA,Diagnose
Service 841,SOP,Automatisierung
Service 842,Fraunhofer IPA,"Sprachverarbeitung,Kommunikation,Generierung"
Service 843,HAW,Generierung
Service 844,HAW,Generierung
Service 845,HAW,"Diagnose,Optimierung"
Service 846,Fraunhofer IPA,"Automatisierung,Mustererkennung,Clustering"
Service 847,SOP,Sprachverarbeitung
Service 848,Fraunhofer IPA,"Optimierung,Mustererkennung"
Service 849,HAW,"Optimierung,Kommunikation,Generierung"
Service 850,SOP,"Clustering,Mustererkennung"
Service 851,HAW,Mustererkennung
Service 852,HAW,Analyse
Service 853,SOP,"Generierung,Diagnose,Sprachverarbeitung"
Service 854,HAW,Ueberwachung
Service 855,SOP,"Generierung,Assistenz,Kommunikation"
Service 856,HAW,Analyse
Service 857,Fraunhofer IPA,"Sprachverarbeitung,Diagnose"
Service 858,HAW,Empfehlung
Service 859,HAW,"Automatisierung,Optimierung"
Service 860,HAW,Empfehlung
Service 861,SOP,"Analyse,Clustering"
Service 862,HAW,"Mustererkennung,Generierung,Clustering"
Service 863,Fraunhofer IPA,Optimierung
Service 864,HAW,"Empfehlung,Generierung,Automatisierung"
Service 865,SOP,"Diagnose,Automatisierung,Assistenz"
Service 866,SOP,"Ueberwachung,Clustering,Kommunikation"
Service 867,HAW,Assistenz
Service 868,HAW,"Generierung,Optimierung"
Service 869,SOP,"Ueberwachung,Empfehlung,Analyse"
Service 870,SOP,"Generierung,Kommunikation,Ueberwachung"
Service 871,HAW,"Empfehlung,Ueberwachung,Automatisierung"
Service 872,Fraunhofer IPA,"Empfehlung,Kommunikation,Diagnose"
Service 873,Fraunhofer IPA,"Mustererkennung,Automatisierung"
Service 874,Fraunhofer IPA,Diagnose
Service 875,SOP,"Generierung,Automatisierung,Optimierung"
Service 876,SOP,"Empfehlung,Diagnose"
Service 877,Fraunhofer IPA,"Mustererkennung,Ueberwachung"
Service 878,SOP,"Generierung,Diagnose"
Service 879,SOP,"Analyse,Sprachverarbeitung,Optimierung"
Service 880,HAW,Diagnose
Service 881,SOP,Sprachverarbeitung
Service 882,Fraunhofer IPA,"Generierung,Optimierung,Empfehlung"
Service 883,SOP,Diagnose
Service 884,Fraunhofer IPA,Analyse
Service 885,Fraunhofer IPA,Clustering
Service 886,Fraunhofer IPA,"Optimierung,Clustering"
Service 887,SOP,"Clustering,Mustererkennung"
Service 888,HAW,"Optimierung,Assistenz"
Service 889,HAW,"Diagnose,Kommunikation"
Service 890,SOP,Mustererkennung
Service 891,Fraunhofer IPA,"Generierung,Optimierung,Kommunikation"
Service 892,SOP,"Automatisierung,Empfehlung,Clustering"
Service 893,Fraunhofer IPA,Mustererkennung
Service 894,HAW,Ueberwachung
Service 895,SOP,Optimierung
Service 896,SOP,"Clustering,Kommunikation,Assistenz"
Service 897,HAW,"Diagnose,Analyse,Assistenz"
Service 898,SOP,"Diagnose,Clustering"
Service 899,SOP,"Optimierung,Sprachverarbeitung,Analyse"
Service 900,HAW,"Diagnose,Automatisierung"
Service 901,Fraunhofer IPA,Ueberwachung
Service 902,Fraunhofer IPA,"Assistenz,Automatisierung,Kommunikation"
Service 903,SOP,"Ueberwachung,Kommunikation,Optimierung"
Service 904,SOP,Generierung
Service 905,HAW,"Optimierung,Assistenz"
Service 906,Fraunhofer IPA,"Ueberwachung,Sprachverarbeitung"
Service 907,HAW,Assistenz
Service 908,HAW,Optimierung
Service 909,SOP,"Empfehlung,Sprachverarbeitung,Automatisierung"
Service 910,HAW,"Ueberwachung,Automatisierung"
Service 911,HAW,Assistenz
Service 912,Fraunhofer IPA,Ueberwachung
Service 913,HAW,"Sprachverarbeitung,Empfehlung,Mustererkennung"
Service 914,SOP,"Mustererkennung,Ueberwachung,Analyse"
Service 915,Fraunhofer IPA,"Optimierung,Mustererkennung,Automatisierung"
Service 916,HAW,Empfehlung
Service 917,SOP,Diagnose
Service 918,SOP,"Assistenz,Empfehlung"
Service 919,SOP,"Sprachverarbeitung,Empfehlung"
Service 920,HAW,"Empfehlung,Clustering,Ueberwachung"
Service 921,SOP,"Empfehlung,Mustererkennung"
Service 922,HAW,"Analyse,Ueberwachung,Optimierung"
Service 923,SOP,"Diagnose,Sprachverarbeitung"
Service 924,Fraunhofer IPA,"Sprachverarbeitung,Analyse,Ueberwachung"
Service 925,HAW,"Clustering,Ueberwachung,Assistenz"
Service 926,HAW,Kommunikation
Service 927,HAW,"Sprachverarbeitung,Optimierung,Clustering"
Service 928,HAW,Kommunikation
Service 929,Fraunhofer IPA,"Clustering,Assistenz,Diagnose"
Service 930,SOP,"Sprachverarbeitung,Clustering"
Service 931,Fraunhofer IPA,"Diagnose,Kommunikation,Ueberwachung"
Service 932,Fraunhofer IPA,"Analyse,Generierung,Diagnose"
Service 933,SOP,"Analyse,Assistenz,Diagnose"
Service 934,SOP,"Assistenz,Analyse,Generierung"
Service 935,Fraunhofer IPA,Optimierung
Service 936,HAW,"Optimierung,Generierung"
Service 937,HAW,"Assistenz,Clustering"
Service 938,HAW,"Optimierung,Generierung"
Service 939,HAW,"Empfehlung,Automatisierung"
Service 940,HAW,"Clustering,Generierung,Automatisierung"
Service 941,HAW,Automatisierung
Service 942,SOP,"Analyse,Sprachverarbeitung,Kommunikation"
Service 943,SOP,"Sprachverarbeitung,Diagnose"
Service 944,Fraunhofer IPA,Analyse
Service 945,SOP,"Sprachverarbeitung,Automatisierung,Kommunikation"
Service 946,Fraunhofer IPA,"Optimierung,Diagnose"
Service 947,HAW,"Kommunikation,Sprachverarbeitung"
Service 948,Fraunhofer IPA,"Diagnose,Sprachverarbeitung,Optimierung"
Service 949,HAW,"Ueberwachung,Kommunikation"
Service 950,HAW,"Automatisierung,Analyse,Diagnose"
Service 951,HAW,Diagnose
Service 952,SOP,"Generierung,Automatisierung,Optimierung"
Service 953,HAW,Diagnose
Service 954,SOP,"Empfehlung,Clustering,Mustererkennung"
Service 955,HAW,"Analyse,Empfehlung,Mustererkennung"
Service 956,Fraunhofer IPA,"Kommunikation,Generierung,Sprachverarbeitung"
Service 957,SOP,"Clustering,Sprachverarbeitung,Analyse"
Service 958,HAW,"Optimierung,Generierung"
Service 959,Fraunhofer IPA,"Sprachverarbeitung,Empfehlung,Diagnose"
Service 960,Fraunhofer IPA,"Sprachverarbeitung,Clustering"
Service 961,SOP,"Empfehlung,Kommunikation"
Service 962,Fraunhofer IPA,"Assistenz,Clustering,Analyse"
Service 963,HAW,Sprachverarbeitung
Service 964,HAW,"Optimierung,Automatisierung"
Service 965,Fraunhofer IPA,"Empfehlung,Analyse,Kommunikation"
Service 966,HAW,"Diagnose,Clustering"
Service 967,SOP,"Generierung,Assistenz,Clustering"
Service 968,Fraunhofer IPA,Analyse
Service 969,SOP,Analyse
Service 970,HAW,"Analyse,Diagnose,Automatisierung"
Service 971,Fraunhofer IPA,"Analyse,Mustererkennung"
