Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 308,Schleifmaschine,3580,"Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 309,Lackiermaschine,7159,"Glas,Stein",Lackierpistole,Lackieren
Maschine 310,Lackiermaschine,1568,"Verbundwerkstoff,Glas,Stein",Lackierpistole,Lackieren
Maschine 311,Drehmaschine,1900,Metall,"Messer,Walzfräser",Drehen
Maschine 312,FTS,2788,"Stein,Keramik",Greifer,Transportieren
Maschine 313,FTS,3372,"Kunststoff,Holz,Keramik",Greifer,Transportieren
Maschine 314,Spritzgussmaschine,335,Metall,Duese,Giessen
Maschine 315,Lackiermaschine,7866,Holz,Lackierpistole,Lackieren
Maschine 316,Presse,3481,"Kunststoff,Metall,Holz",Messer,Stanzen
Maschine 317,Laserschneidmaschine,9440,Verbundwerkstoff,Laser,"Schneiden,Fräsen,Bohren"
Maschine 318,CNC-Fräse,565,Metall,Prismenfräser,"Drehen,Schleifen,Fräsen"
Maschine 319,FTS,1635,"Beton,Textil",Greifer,Transportieren
Maschine 320,FTS,8665,Glas,Greifer,Transportieren
Maschine 321,Schleifmaschine,4096,"Metall,Holz",Schleifpapier,Schleifen
Maschine 322,Wasserstrahlschneidmaschine,8851,"Stein,Beton",Wasserstrahl,Schneiden
Maschine 323,Spritzgussmaschine,6323,Metall,Duese,Giessen
Maschine 324,Druckmaschine,7372,Holz,"Tintenstrahl,Laser,Lackierpistole",Lackieren
Maschine 325,Lackiermaschine,8262,"Metall,Glas,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 326,Laserschneidmaschine,6335,Holz,Laser,"Schneiden,Stanzen,Bohren"
Maschine 327,3D-Drucker,57,Kunststoff,Duese,3D-Drucken
Maschine 328,Schleifmaschine,135,Holz,Schleifpapier,Schleifen
Maschine 329,Drehmaschine,5452,"Kunststoff,Holz,Stein","Bohrer,Walzfräser,Messer",Drehen
Maschine 330,Schleifmaschine,2542,"Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 331,CNC-Fräse,4571,"Kunststoff,Stein","Bohrer,Prismenfräser","Fräsen,Drehen,Schneiden"
Maschine 332,FTS,6574,Keramik,Greifer,Transportieren
Maschine 333,CNC-Fräse,763,Kunststoff,"Walzfräser,Prismenfräser","Schleifen,Drehen"
Maschine 334,Schleifmaschine,8810,Metall,Schleifpapier,Schleifen
Maschine 335,Presse,4988,"Metall,Kunststoff",Messer,Stanzen
Maschine 336,Lackiermaschine,6496,Glas,Lackierpistole,Lackieren
Maschine 337,CNC-Fräse,4629,Holz,"Bohrer,Prismenfräser","Schneiden,Schleifen"
Maschine 338,Spritzgussmaschine,2761,Metall,Duese,Giessen
Maschine 339,Wasserstrahlschneidmaschine,1708,"Verbundwerkstoff,Keramik",Wasserstrahl,Schneiden
Maschine 340,Lackiermaschine,2869,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 341,Laserschneidmaschine,9650,"Stein,Verbundwerkstoff",Heizelement,Schneiden
Maschine 342,Laserschneidmaschine,5271,Metall,Laser,"Bohren,Schneiden"
Maschine 343,Schleifmaschine,6566,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 344,Lackiermaschine,2349,"Metall,Kunststoff,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 345,Roboterarm,2008,Keramik,"Lackierpistole,Bohrer","Lackieren,3D-Drucken"
Maschine 346,Lackiermaschine,4705,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 347,CNC-Fräse,3093,"Stein,Metall,Holz","Walzfräser,Prismenfräser,Bohrer",Drehen
Maschine 348,Wasserstrahlschneidmaschine,9836,"Glas,Kunststoff,Keramik",Wasserstrahl,Schneiden
Maschine 349,Schleifmaschine,4852,"Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 350,Druckmaschine,6728,"Keramik,Textil",Laser,Drucken
Maschine 351,Presse,3681,Holz,Messer,Pressen
Maschine 352,FTS,6762,"Beton,Glas,Kunststoff",Greifer,Transportieren
Maschine 353,Spritzgussmaschine,6021,Metall,Duese,Giessen
Maschine 354,Roboterarm,3684,Gummi,"Schleifpapier,Elektrode,Lackierpistole",Schweißen
Maschine 355,Druckmaschine,7445,Holz,"Lackierpistole,Heizelement",Drucken
Maschine 356,Druckmaschine,7519,Papier,"Heizelement,Laser,Lackierpistole",Drucken
Maschine 357,Laserschneidmaschine,1972,"Holz,Glas,Stein",Heizelement,"Schneiden,Fräsen"
Maschine 358,Schleifmaschine,2441,"Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 359,Spritzgussmaschine,9771,Metall,Duese,Giessen
Maschine 360,Schleifmaschine,729,"Stein,Metall,Holz",Schleifpapier,Schleifen
Maschine 361,Wasserstrahlschneidmaschine,8154,Keramik,Wasserstrahl,Schneiden
Maschine 362,Laserschneidmaschine,9346,Stein,Laser,"Schneiden,Stanzen"
Maschine 363,CNC-Fräse,4605,"Metall,Kunststoff,Holz","Bohrer,Prismenfräser,Walzfräser","Schleifen,Schneiden,Drehen"
Maschine 364,Lackiermaschine,2694,"Stein,Metall",Lackierpistole,Lackieren
Maschine 365,Presse,406,"Kunststoff,Holz,Metall",Messer,Pressen
Maschine 366,Laserschneidmaschine,2567,"Kunststoff,Glas",Laser,"Fräsen,Bohren"
Maschine 367,CNC-Fräse,7312,"Kunststoff,Metall,Stein",Prismenfräser,"Schneiden,Schleifen"
Maschine 368,Presse,5883,"Metall,Kunststoff",Messer,Stanzen
Maschine 369,FTS,823,"Kunststoff,Keramik",Greifer,Transportieren
Maschine 370,Wasserstrahlschneidmaschine,7278,"Keramik,Glas",Wasserstrahl,Schneiden
Maschine 371,3D-Drucker,8854,Metall,Greifer,3D-Drucken
Maschine 372,Schleifmaschine,7168,Kunststoff,Schleifpapier,Schleifen
Maschine 373,Spritzgussmaschine,374,Metall,Duese,Giessen
Maschine 374,CNC-Fräse,7530,"Holz,Stein","Prismenfräser,Walzfräser,Bohrer","Fräsen,Schneiden"
Maschine 375,Verpackungsmaschine,8903,Kunststoff,Foerderband,Biegen
Maschine 376,Verpackungsmaschine,9421,Kunststoff,Foerderband,Biegen
Maschine 377,Druckmaschine,7852,"Holz,Keramik","Heizelement,Laser,Lackierpistole",Lackieren
Maschine 378,Spritzgussmaschine,6729,Metall,Duese,Giessen
Maschine 379,Verpackungsmaschine,2126,Papier,Foerderband,Biegen
Maschine 380,Schleifmaschine,3178,Stein,Schleifpapier,Schleifen
Maschine 381,Spritzgussmaschine,6099,Metall,Duese,Giessen
Maschine 382,3D-Drucker,7354,Metall,Greifer,3D-Drucken
Maschine 383,3D-Drucker,4706,Metall,Duese,3D-Drucken
Maschine 384,3D-Drucker,5658,Kunststoff,Duese,3D-Drucken
Maschine 385,Druckmaschine,7668,"Keramik,Papier,Holz",Lackierpistole,Drucken
Maschine 386,Wasserstrahlschneidmaschine,6623,Metall,Wasserstrahl,Schneiden
Maschine 387,Roboterarm,1835,"Beton,Kunststoff","Wolframelektrode,Elektrode,Schleifpapier","Fräsen,Drehen"
Maschine 388,Presse,539,Holz,Messer,Pressen
Maschine 389,FTS,5383,"Textil,Stein,Verbundwerkstoff",Greifer,Transportieren
Maschine 390,Laserschneidmaschine,2849,"Verbundwerkstoff,Glas,Holz",Laser,Bohren
Maschine 391,Presse,4689,Kunststoff,Messer,Stanzen
Maschine 392,Spritzgussmaschine,4228,Metall,Duese,Giessen
Maschine 393,Presse,1674,Kunststoff,Messer,Pressen
Maschine 394,Verpackungsmaschine,7304,Kunststoff,Foerderband,Transportieren
Maschine 395,Roboterarm,5101,"Kunststoff,Papier",Schleifpapier,"Transportieren,Schleifen,Drehen"
Maschine 396,CNC-Fräse,9858,"Holz,Stein",Bohrer,"Fräsen,Drehen"
Maschine 397,Druckmaschine,2852,"Textil,Holz,Papier","Laser,Lackierpistole",Lackieren
Maschine 398,CNC-Fräse,2185,"Kunststoff,Holz","Bohrer,Walzfräser,Prismenfräser","Drehen,Drehen,Schneiden"
Maschine 399,Roboterarm,2729,"Keramik,Kunststoff,Gummi","Bohrer,Schleifpapier","3D-Drucken,Fräsen,Bohren"
Maschine 400,Wasserstrahlschneidmaschine,8603,"Beton,Metall,Holz",Wasserstrahl,Schneiden
Maschine 401,CNC-Fräse,4487,"Holz,Metall","Prismenfräser,Walzfräser,Bohrer","Schleifen,Fräsen"
Maschine 402,Lackiermaschine,3737,"Metall,Glas,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 403,Druckmaschine,4619,Keramik,Laser,Drucken
Maschine 404,Lackiermaschine,6924,"Stein,Metall",Lackierpistole,Lackieren
Maschine 405,Lackiermaschine,671,Stein,Lackierpistole,Lackieren
Maschine 406,Roboterarm,5096,"Beton,Papier,Gummi",Schleifpapier,"Fräsen,Schleifen"
Maschine 407,Laserschneidmaschine,5165,"Holz,Verbundwerkstoff",Heizelement,"Stanzen,Bohren"
Maschine 408,FTS,9457,"Verbundwerkstoff,Stein,Holz",Greifer,Transportieren
Maschine 409,Druckmaschine,3433,"Holz,Textil",Tintenstrahl,Lackieren
Maschine 410,Presse,8168,Metall,Messer,Stanzen
Maschine 411,Schleifmaschine,7075,"Holz,Stein,Metall",Schleifpapier,Schleifen
Maschine 412,Roboterarm,3048,Kunststoff,"Wolframelektrode,Lackierpistole","Biegen,Schneiden,Drehen"
Maschine 413,Drehmaschine,3183,"Kunststoff,Holz","Prismenfräser,Walzfräser,Messer",Drehen
Maschine 414,FTS,1748,Holz,Greifer,Transportieren
Maschine 415,Druckmaschine,3725,"Holz,Keramik,Textil","Lackierpistole,Tintenstrahl,Heizelement",Lackieren
Maschine 416,Drehmaschine,9888,Holz,"Walzfräser,Messer",Drehen
Maschine 417,Roboterarm,1769,Stein,"Schleifpapier,Bohrer,Wolframelektrode","3D-Drucken,Drehen"
Maschine 418,Drehmaschine,2136,"Stein,Kunststoff,Holz","Messer,Bohrer",Drehen
Maschine 419,Presse,2574,"Metall,Holz,Kunststoff",Messer,Stanzen
Maschine 420,3D-Drucker,9093,Metall,Greifer,3D-Drucken
Maschine 421,CNC-Fräse,5182,"Metall,Stein","Walzfräser,Bohrer","Fräsen,Schneiden"
Maschine 422,Druckmaschine,3096,"Textil,Holz,Keramik",Laser,Lackieren
Maschine 423,3D-Drucker,3617,Kunststoff,Greifer,3D-Drucken
Maschine 424,Laserschneidmaschine,6947,Kunststoff,Laser,"Fräsen,Schneiden,Bohren"
Maschine 425,Laserschneidmaschine,3643,"Kunststoff,Glas",Heizelement,"Schneiden,Bohren"
Maschine 426,FTS,2499,Kunststoff,Greifer,Transportieren
Maschine 427,Laserschneidmaschine,6940,"Verbundwerkstoff,Holz",Heizelement,Bohren
Maschine 428,Roboterarm,2270,Verbundwerkstoff,"Greifer,Schleifpapier,Wolframelektrode","Transportieren,Lackieren,Schleifen"
Maschine 429,Laserschneidmaschine,733,"Kunststoff,Verbundwerkstoff",Laser,Stanzen
Maschine 430,Wasserstrahlschneidmaschine,2107,"Glas,Kunststoff",Wasserstrahl,Schneiden
Maschine 431,3D-Drucker,7997,Kunststoff,Greifer,3D-Drucken
Maschine 432,Wasserstrahlschneidmaschine,3826,"Holz,Glas",Wasserstrahl,Schneiden
Maschine 433,Presse,2850,Metall,Messer,Stanzen
Maschine 434,Schleifmaschine,8747,"Kunststoff,Stein,Holz",Schleifpapier,Schleifen
Maschine 435,Lackiermaschine,2839,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 436,Spritzgussmaschine,1282,Metall,Duese,Giessen
Maschine 437,FTS,4576,Stein,Greifer,Transportieren
Maschine 438,Druckmaschine,2046,"Keramik,Textil,Papier","Heizelement,Lackierpistole,Tintenstrahl",Lackieren
Maschine 439,CNC-Fräse,5272,"Holz,Kunststoff","Bohrer,Prismenfräser",Schneiden
Maschine 440,Lackiermaschine,2925,"Kunststoff,Stein,Glas",Lackierpistole,Lackieren
Maschine 441,Lackiermaschine,459,"Glas,Stein,Metall",Lackierpistole,Lackieren
Maschine 442,Verpackungsmaschine,4198,Papier,Foerderband,Biegen
Maschine 443,Lackiermaschine,9395,Holz,Lackierpistole,Lackieren
Maschine 444,Drehmaschine,2110,"Kunststoff,Metall","Bohrer,Prismenfräser,Messer",Drehen
Maschine 445,Spritzgussmaschine,3300,Metall,Duese,Giessen
Maschine 446,Laserschneidmaschine,5630,Verbundwerkstoff,Heizelement,Bohren
Maschine 447,CNC-Fräse,8895,"Stein,Kunststoff,Metall","Prismenfräser,Bohrer",Schleifen
Maschine 448,Presse,6644,Holz,Messer,Stanzen
Maschine 449,Wasserstrahlschneidmaschine,9886,"Holz,Beton",Wasserstrahl,Schneiden
Maschine 450,Lackiermaschine,7945,Kunststoff,Lackierpistole,Lackieren
Maschine 451,CNC-Fräse,2568,Metall,"Bohrer,Walzfräser,Prismenfräser","Drehen,Schneiden"
Maschine 452,Wasserstrahlschneidmaschine,8519,"Beton,Glas",Wasserstrahl,Schneiden
Maschine 453,3D-Drucker,2744,Kunststoff,Duese,3D-Drucken
Maschine 454,3D-Drucker,6110,Kunststoff,Greifer,3D-Drucken
Maschine 455,3D-Drucker,388,Metall,Duese,3D-Drucken
Maschine 456,Presse,8226,Holz,Messer,Pressen
Maschine 457,Wasserstrahlschneidmaschine,9309,"Holz,Metall,Stein",Wasserstrahl,Schneiden
Maschine 458,Wasserstrahlschneidmaschine,7304,Glas,Wasserstrahl,Schneiden
Maschine 459,Drehmaschine,6610,Kunststoff,Prismenfräser,Drehen
Maschine 460,CNC-Fräse,9465,"Stein,Kunststoff,Metall","Prismenfräser,Walzfräser,Bohrer",Schneiden
Maschine 461,Drehmaschine,8290,"Stein,Holz","Messer,Walzfräser,Bohrer",Drehen
Maschine 462,Verpackungsmaschine,828,Papier,Foerderband,Biegen
Maschine 463,CNC-Fräse,3718,"Holz,Kunststoff","Bohrer,Prismenfräser",Drehen
Maschine 464,Druckmaschine,8070,"Keramik,Papier,Holz","Heizelement,Tintenstrahl",Lackieren
Maschine 465,Lackiermaschine,780,Kunststoff,Lackierpistole,Lackieren
Maschine 466,Presse,3081,"Holz,Metall",Messer,Pressen
Maschine 467,FTS,7929,Beton,Greifer,Transportieren
Maschine 468,Drehmaschine,7655,"Kunststoff,Holz,Stein",Walzfräser,Drehen
Maschine 469,Presse,9985,Kunststoff,Messer,Pressen
Maschine 470,Roboterarm,3812,"Beton,Papier",Schleifpapier,Lackieren
Maschine 471,FTS,7678,"Stein,Gummi",Greifer,Transportieren
Maschine 472,Lackiermaschine,8676,"Glas,Metall,Stein",Lackierpistole,Lackieren
Maschine 473,Schleifmaschine,1891,Holz,Schleifpapier,Schleifen
Maschine 474,Laserschneidmaschine,9374,"Holz,Kunststoff",Heizelement,Bohren
Maschine 475,Lackiermaschine,3271,"Kunststoff,Stein,Metall",Lackierpistole,Lackieren
Maschine 476,3D-Drucker,9870,Metall,Greifer,3D-Drucken
Maschine 477,Presse,2429,"Holz,Kunststoff",Messer,Stanzen
Maschine 478,3D-Drucker,3712,Metall,Greifer,3D-Drucken
Maschine 479,Presse,6655,"Holz,Metall",Messer,Pressen
Maschine 480,Drehmaschine,5181,"Metall,Holz,Kunststoff","Messer,Prismenfräser,Walzfräser",Drehen
Maschine 481,Lackiermaschine,9028,"Kunststoff,Verbundwerkstoff,Stein",Lackierpistole,Lackieren
Maschine 482,Presse,697,"Holz,Kunststoff",Messer,Pressen
Maschine 483,Laserschneidmaschine,8341,"Metall,Stein",Laser,"Schneiden,Bohren,Fräsen"
Maschine 484,Druckmaschine,7610,Papier,Laser,Lackieren
Maschine 485,Roboterarm,4850,"Metall,Gummi,Textil","Wasserstrahl,Wolframelektrode,Greifer","Schneiden,Fräsen,Schweißen"
Maschine 486,Lackiermaschine,8074,"Holz,Kunststoff,Metall",Lackierpistole,Lackieren
Maschine 487,Drehmaschine,7204,"Stein,Metall","Prismenfräser,Walzfräser",Drehen
Maschine 488,CNC-Fräse,5610,"Metall,Stein,Holz",Walzfräser,"Drehen,Drehen"
Maschine 489,Roboterarm,7511,"Verbundwerkstoff,Glas","Messer,Wolframelektrode",Schweißen
Maschine 490,Spritzgussmaschine,3234,Metall,Duese,Giessen
Maschine 491,Druckmaschine,5091,"Holz,Keramik,Textil","Lackierpistole,Heizelement",Lackieren
Maschine 492,Verpackungsmaschine,9952,Papier,Foerderband,Transportieren
Maschine 493,3D-Drucker,5168,Kunststoff,Duese,3D-Drucken
Maschine 494,Presse,9321,Holz,Messer,Pressen
Maschine 495,Verpackungsmaschine,2606,Kunststoff,Foerderband,Biegen
Maschine 496,3D-Drucker,1333,Metall,Duese,3D-Drucken
Maschine 497,FTS,5718,"Kunststoff,Stein,Holz",Greifer,Transportieren
Maschine 498,Laserschneidmaschine,2477,"Verbundwerkstoff,Stein,Kunststoff",Heizelement,"Bohren,Fräsen,Stanzen"
Maschine 499,Spritzgussmaschine,2109,Metall,Duese,Giessen
Maschine 500,Druckmaschine,6957,Keramik,Heizelement,Lackieren
Maschine 501,Drehmaschine,2096,"Kunststoff,Holz,Stein","Prismenfräser,Bohrer,Messer",Drehen
Maschine 502,Druckmaschine,7935,"Holz,Keramik,Papier","Tintenstrahl,Heizelement,Laser",Lackieren
Maschine 503,Schleifmaschine,1041,"Metall,Stein",Schleifpapier,Schleifen
Maschine 504,Druckmaschine,5989,Papier,"Lackierpistole,Heizelement",Lackieren
Maschine 505,Roboterarm,7128,"Gummi,Kunststoff",Wasserstrahl,Schleifen
Maschine 506,Presse,4710,"Metall,Kunststoff",Messer,Pressen
Maschine 507,FTS,8365,"Keramik,Stein",Greifer,Transportieren
Maschine 508,3D-Drucker,4955,Metall,Greifer,3D-Drucken
Maschine 509,3D-Drucker,6923,Metall,Greifer,3D-Drucken
Maschine 510,CNC-Fräse,2204,"Stein,Metall,Kunststoff",Bohrer,"Schneiden,Schleifen"
Maschine 511,Laserschneidmaschine,8488,"Kunststoff,Stein,Holz",Laser,"Bohren,Schneiden"
Maschine 512,Verpackungsmaschine,3330,Kunststoff,Foerderband,Biegen
Maschine 513,Lackiermaschine,4939,"Stein,Glas",Lackierpistole,Lackieren
Maschine 514,Spritzgussmaschine,8972,Metall,Duese,Giessen
Maschine 515,Presse,3785,"Holz,Metall,Kunststoff",Messer,Pressen
Maschine 516,Roboterarm,8735,"Beton,Kunststoff,Glas","Lackierpistole,Elektrode",Schleifen
Maschine 517,Laserschneidmaschine,6467,"Glas,Verbundwerkstoff,Stein",Heizelement,Stanzen
Maschine 518,CNC-Fräse,8595,"Kunststoff,Metall,Holz","Prismenfräser,Walzfräser,Bohrer",Schleifen
Maschine 519,Presse,23,"Holz,Metall",Messer,Stanzen
Maschine 520,FTS,3700,Kunststoff,Greifer,Transportieren
Maschine 521,Spritzgussmaschine,2121,Metall,Duese,Giessen
Maschine 522,Roboterarm,3528,"Verbundwerkstoff,Kunststoff","Wolframelektrode,Bohrer","Schneiden,Bohren,Drehen"
Maschine 523,Druckmaschine,3736,Keramik,Lackierpistole,Lackieren
Maschine 524,Roboterarm,6916,Holz,"Greifer,Bohrer","Schneiden,Schleifen,Schweißen"
Maschine 525,Schleifmaschine,4411,"Metall,Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 526,Spritzgussmaschine,7881,Metall,Duese,Giessen
Maschine 527,Laserschneidmaschine,5447,Glas,Heizelement,Bohren
Maschine 528,Spritzgussmaschine,4145,Metall,Duese,Giessen
Maschine 529,Druckmaschine,2598,"Textil,Papier","Laser,Lackierpistole",Lackieren
Maschine 530,Schleifmaschine,8280,Holz,Schleifpapier,Schleifen
Maschine 531,FTS,3579,"Textil,Gummi",Greifer,Transportieren
Maschine 532,CNC-Fräse,4473,"Stein,Kunststoff","Bohrer,Walzfräser","Schleifen,Drehen"
Maschine 533,3D-Drucker,6716,Metall,Greifer,3D-Drucken
Maschine 534,Spritzgussmaschine,5029,Metall,Duese,Giessen
Maschine 535,Drehmaschine,4494,"Metall,Holz","Messer,Walzfräser",Drehen
Maschine 536,Verpackungsmaschine,761,Kunststoff,Foerderband,Biegen
Maschine 537,Druckmaschine,870,"Holz,Keramik,Papier","Lackierpistole,Heizelement,Laser",Lackieren
Maschine 538,Lackiermaschine,8444,"Stein,Holz",Lackierpistole,Lackieren
Maschine 539,Laserschneidmaschine,1932,Kunststoff,Laser,"Stanzen,Fräsen"
Maschine 540,Druckmaschine,2796,"Papier,Holz,Textil","Lackierpistole,Laser",Drucken
Maschine 541,Verpackungsmaschine,6211,Kunststoff,Foerderband,Biegen
Maschine 542,Laserschneidmaschine,854,"Kunststoff,Holz,Stein",Heizelement,"Bohren,Fräsen,Schneiden"
Maschine 543,Roboterarm,2677,"Textil,Papier",Elektrode,Schweißen
Maschine 544,Schleifmaschine,4854,Metall,Schleifpapier,Schleifen
Maschine 545,Laserschneidmaschine,1866,"Metall,Verbundwerkstoff,Stein",Heizelement,"Fräsen,Schneiden,Stanzen"
Maschine 546,3D-Drucker,3631,Metall,Duese,3D-Drucken
Maschine 547,Spritzgussmaschine,4368,Metall,Duese,Giessen
Maschine 548,Verpackungsmaschine,1563,Kunststoff,Foerderband,Transportieren
Maschine 549,Lackiermaschine,2662,Glas,Lackierpistole,Lackieren
Maschine 550,Roboterarm,6107,"Gummi,Kunststoff","Lackierpistole,Elektrode,Greifer",Schneiden
Maschine 551,Drehmaschine,4690,"Kunststoff,Stein","Bohrer,Prismenfräser,Walzfräser",Drehen
Maschine 552,Laserschneidmaschine,2788,"Stein,Verbundwerkstoff",Heizelement,Bohren
Maschine 553,CNC-Fräse,8136,Kunststoff,"Bohrer,Prismenfräser,Walzfräser","Schneiden,Schleifen"
Maschine 554,Druckmaschine,5603,Papier,"Lackierpistole,Heizelement,Tintenstrahl",Drucken
Maschine 555,3D-Drucker,9681,Metall,Duese,3D-Drucken
Maschine 556,Spritzgussmaschine,9694,Metall,Duese,Giessen
Maschine 557,3D-Drucker,1271,Metall,Greifer,3D-Drucken
Maschine 558,CNC-Fräse,4092,"Stein,Kunststoff,Holz",Prismenfräser,"Drehen,Schleifen"
Maschine 559,Drehmaschine,5470,"Metall,Holz",Bohrer,Drehen
Maschine 560,Druckmaschine,6860,"Textil,Papier,Holz","Lackierpistole,Tintenstrahl,Heizelement",Drucken
Maschine 561,3D-Drucker,2358,Metall,Greifer,3D-Drucken
Maschine 562,Schleifmaschine,1691,"Stein,Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 563,Verpackungsmaschine,8185,Kunststoff,Foerderband,Biegen
Maschine 564,3D-Drucker,9485,Kunststoff,Greifer,3D-Drucken
Maschine 565,Druckmaschine,3687,"Textil,Keramik,Holz","Laser,Heizelement",Drucken
Maschine 566,Presse,9297,Metall,Messer,Pressen
Maschine 567,Verpackungsmaschine,8170,Papier,Foerderband,Biegen
Maschine 568,CNC-Fräse,6168,"Stein,Holz",Bohrer,Schneiden
Maschine 569,FTS,8033,"Textil,Verbundwerkstoff,Beton",Greifer,Transportieren
Maschine 570,Druckmaschine,3043,"Papier,Holz,Keramik",Tintenstrahl,Lackieren
Maschine 571,CNC-Fräse,4393,Holz,Prismenfräser,"Schneiden,Fräsen"
Maschine 572,Presse,5687,Metall,Messer,Pressen
Maschine 573,FTS,624,"Stein,Beton",Greifer,Transportieren
Maschine 574,Verpackungsmaschine,1645,Papier,Foerderband,Biegen
Maschine 575,Verpackungsmaschine,9613,Kunststoff,Foerderband,Transportieren
Maschine 576,Verpackungsmaschine,360,Kunststoff,Foerderband,Transportieren
Maschine 577,Drehmaschine,9534,Holz,Walzfräser,Drehen
Maschine 578,Presse,3787,Metall,Messer,Stanzen
Maschine 579,Spritzgussmaschine,9891,Metall,Duese,Giessen
Maschine 580,FTS,7351,Papier,Greifer,Transportieren
Maschine 581,CNC-Fräse,7526,Stein,"Prismenfräser,Bohrer,Walzfräser","Schneiden,Fräsen,Schleifen"
Maschine 582,Schleifmaschine,6338,Metall,Schleifpapier,Schleifen
Maschine 583,FTS,7247,"Metall,Beton,Keramik",Greifer,Transportieren
Maschine 584,Wasserstrahlschneidmaschine,7510,"Holz,Kunststoff",Wasserstrahl,Schneiden
Maschine 585,Roboterarm,7876,"Glas,Papier",Greifer,Drehen
Maschine 586,CNC-Fräse,8569,"Stein,Holz,Kunststoff",Bohrer,Fräsen
Maschine 587,Presse,3584,"Metall,Kunststoff",Messer,Pressen
Maschine 588,Drehmaschine,7428,"Metall,Kunststoff",Bohrer,Drehen
Maschine 589,Lackiermaschine,1390,"Metall,Stein",Lackierpistole,Lackieren
Maschine 590,Wasserstrahlschneidmaschine,8449,"Glas,Beton",Wasserstrahl,Schneiden
Maschine 591,Lackiermaschine,2915,"Holz,Metall,Kunststoff",Lackierpistole,Lackieren
Maschine 592,Drehmaschine,254,"Stein,Holz",Messer,Drehen
Maschine 593,Drehmaschine,4493,Kunststoff,"Prismenfräser,Bohrer,Walzfräser",Drehen
Maschine 594,3D-Drucker,6691,Metall,Greifer,3D-Drucken
Maschine 595,Druckmaschine,1020,"Keramik,Holz","Tintenstrahl,Laser",Drucken
Maschine 596,Roboterarm,9188,"Textil,Stein,Papier","Greifer,Bohrer,Wolframelektrode",Transportieren
Maschine 597,Laserschneidmaschine,9889,"Stein,Holz,Metall",Heizelement,Schneiden
Maschine 598,Drehmaschine,9206,"Kunststoff,Holz,Stein","Walzfräser,Messer,Bohrer",Drehen
Maschine 599,CNC-Fräse,3687,"Stein,Kunststoff","Walzfräser,Prismenfräser,Bohrer","Schleifen,Drehen,Schneiden"
Maschine 600,Verpackungsmaschine,5586,Papier,Foerderband,Transportieren
Maschine 601,Spritzgussmaschine,8431,Metall,Duese,Giessen
Maschine 602,Spritzgussmaschine,335,Metall,Duese,Giessen
Maschine 603,Presse,777,Metall,Messer,Stanzen
Maschine 604,Druckmaschine,3278,"Keramik,Holz","Tintenstrahl,Heizelement",Drucken
Maschine 605,Drehmaschine,5555,Holz,"Bohrer,Prismenfräser",Drehen
Maschine 606,Druckmaschine,3649,Textil,"Tintenstrahl,Laser",Lackieren
